5215,56,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,841,
1192,5893,57,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,
3,395,3214,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
0,6,804,5719,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
0,0,3,1271,6618,59,3,0,0,0,0,1,0,0,0,0,0,0,0,0,
0,0,1,1,519,5462,70,2,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,3,0,2,1803,10189,77,4,1,0,1,0,0,0,0,0,0,0,0,
0,0,0,0,1,2,773,9681,119,2,5,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,2,3718,39613,265,1,0,1,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,8,38328,187844,479,3,1,2,0,0,0,0,0,0,
0,0,0,0,0,0,1,1,3,13375,69248,145,4,0,1,1,0,0,0,0,
0,0,0,0,1,0,0,0,4,12,546781,222147,510,9,2,1,3,1,0,0,
0,0,0,0,1,0,0,0,1,3,13,24254,43517,282,7,2,0,0,1,0,
0,0,0,0,1,1,1,0,2,1,2,9,4628,26765,238,5,4,1,0,0,
0,2,0,0,1,0,0,0,2,0,2,4,4,3122,21775,215,4,0,2,0,
0,0,0,0,0,0,0,0,1,0,1,2,5,18,2235,16988,184,7,2,1,
2,0,0,1,1,0,0,0,0,1,0,1,0,2,7,1776,12878,146,3,2,
3,1,0,0,0,0,1,1,1,0,1,0,0,0,2,11,1354,9371,96,6,
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,329,2506,33,
42,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,306,3078,


3536,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,419,
429,3525,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
3,749,4825,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
0,2,421,4435,68,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,
0,0,2,673,5007,51,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
0,0,0,3,472,5436,83,1,0,1,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,941,6989,73,1,0,1,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,2,641,9562,132,3,1,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,3,2859,37050,365,1,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,4,11310,106768,406,1,1,0,0,0,0,0,0,0,
0,0,0,1,0,0,2,4,7,482273,637366,1179,9,1,1,2,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,3671,11122,70,0,0,1,1,0,0,0,
0,0,0,0,0,0,0,0,0,0,1,771,3618,29,1,1,0,0,0,0,
0,0,0,0,0,0,0,0,1,0,0,1,436,3565,41,0,1,1,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,1,304,2620,24,1,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,2,0,2,258,2479,34,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,321,2663,34,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,265,2528,35,0,
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1172,7145,98,
54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,303,3092,


3566,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,372,
411,3563,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,
1,306,3305,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
0,3,394,4462,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,544,4725,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,3,456,5467,96,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,3,795,7055,86,3,1,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,0,2,576,9623,174,3,1,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,2753,37069,400,2,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,3,10075,107662,522,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,1,0,11095,71704,252,0,0,0,0,0,0,1,0,
0,1,0,0,0,0,0,0,0,1,3297,11468,73,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,3,700,3657,48,2,1,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,2,326,2994,50,2,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,293,2600,32,0,0,0,1,
0,0,0,0,0,0,0,0,0,0,1,1,0,0,250,2565,35,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,249,2288,28,2,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,2602,43,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,311,2557,43,
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,258,3016,


3567,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,
399,3611,58,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
2,310,3259,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
3,1,369,4464,76,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
0,0,0,555,4830,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,417,5556,88,3,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,726,7129,81,2,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,2,576,9789,205,1,2,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,3,2635,38217,582,1,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,1,6,9121,108287,751,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,1,3,10100,72482,352,0,2,0,0,0,0,0,0,
1,0,0,0,0,1,1,0,0,0,2985,11609,98,1,0,0,0,0,0,0,
0,0,0,1,0,0,0,0,0,0,3,613,3713,38,1,2,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,1,3,273,2903,45,1,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,3,290,2677,39,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,208,2445,27,2,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,243,2418,30,1,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249,2611,38,0,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,283,2561,36,
51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,3117,


3718,64,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,303,
346,3674,62,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,247,3281,74,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,3,332,4380,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,451,4865,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,4,339,5527,124,1,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,1,644,7211,87,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,2,4,517,9879,247,4,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,2,2395,36994,707,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,7931,109526,1002,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,2,8956,73863,452,2,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,2,2733,11980,98,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,599,3782,49,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,1,1,240,2841,55,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,1,0,243,2606,43,1,1,0,0,
0,0,0,0,1,0,0,0,0,0,0,0,0,1,207,2432,41,3,0,0,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,216,2319,55,2,1,
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,205,2596,50,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,264,2559,54,
70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,215,3101,


3638,81,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,253,
322,3653,64,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
1,256,3236,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
